tweet,label,id,preprocessed_text
"President Joe Biden challenged all states and U.S. territories to expand the vaccine eligibility to all adults by Saturday, May 1, on the one-year mark of the World Health Organization declaring the coronavirus pandemic. #hawaiinews https://t.co/QgLg8ItmcV",0,354,president joe biden challenged states territories expand vaccine eligibility adults saturday may 1 mark world health organization declaring coronavirus pandemic hawaiinews https
"👋 Good evening, it's day 57 here at @ca_covid here's what went down: ☎️ We placed more phone calls and are up to 2353 locations with COVID-19 vaccines. We've still got more places to call and expect that number of locations to increase https://t.co/PqRmNtwUcQ",0,355,good evening day 57 went placed phone calls 2353 locations vaccines still got places call expect number locations increase https
"@Sandra_Cole44 @abc7newsbayarea They were not rushed, other vaccines normally take years because there is not enough funding and so development is slowed. The covid vaccine received extensive international funding which allowed for its completion in a short amount of time.",0,356,abc7newsbayarea rushed vaccines normally take years enough funding development slowed covid vaccine received extensive international funding allowed completion short amount time
AstraZeneca cut its supply forecast of COVID-19 vaccines by 25% to the European Union - Time to ditch the Ideological Prejudice - Guess Russian Sputnik V and Chinese SinoVac will become an ever more promising alternative for the EU https://t.co/6y9k22Z4g0,0,357,astrazeneca cut supply forecast vaccines 25 european union time ditch ideological prejudice guess russian sputnik v chinese sinovac become ever promising alternative eu https
"MD jurisdictions are now -- officially -- getting millions in covid-19 relief from the federal government, @ChrisVanHollen told me a short time ago. Not only does the new stimulus package contain millions of $$ to help locals distribute and administer vaccines...",0,358,md jurisdictions officially getting millions relief federal government chrisvanhollen told short time ago new stimulus package contain millions help locals distribute administer vaccines
"At least 26 states (and DC) allow grocery store workers to get the COVID vaccine. That's an increase from 13 states in early February when @sapna and @mcorkery5 wrote about frontline workers who felt forgotten. Still, it's only about half of the states. https://t.co/w65kpdHxp4",0,359,least 26 states dc allow grocery store workers get covid vaccine increase 13 states early february sana mockery5 wrote frontline workers felt forgotten still half states https
"In the middle of the Spring 2020 semester, students and professors were sent home. Since then, they’ve had to adapt to online classes, new safety precautions and finally a future of vaccines. But the changes haven’t been without struggle. https://t.co/ANE8MTEF7d",0,360,middle spring 2020 semester students professors sent home since adapt online classes new safety precautions finally future vaccines changes without struggle https
"REMINDER: All three COVID-19 vaccines are safe, effective, and important to get if you are eligible. If you are in Priority Group 1A/1B/1C, don't wait to make an appointment or get on a waiting list. https://t.co/InTUJoHR2w https://t.co/OKLvorSIsy",0,361,reminder three vaccines safe effective important get eligible priority group wait make appointment get waiting list https https
The same message here for PrEP medication. There is no scientific evidence to suggest that the COVID-19 vaccines and PrEP could interact with each other.,0,362,message prep medication scientific evidence suggest vaccines prep could interact
"Georgia will expand the eligibility for COVID-19 vaccines on Monday, March 15 to include people 55 and older, in addition to those with a “high-risk condition” as defined by the CDC. https://t.co/bg1uaGfrcD",0,363,georgia expand eligibility vaccines monday march 15 include people 55 older addition condition defined cdc https
"One year ago today, COVID-19 was declared a global pandemic. Since then, we have lost more than 5,000 Nevadans, and everyone has struggled with the devastating effect of the virus. But it will not defeat us. With vaccines, testing &amp; treatment, we will crush #COVID19 — together.",0,364,one year ago today declared global pandemic since lost nevada everyone struggled devastating effect virus defeat us vaccines testing amp treatment crush covid19 together
"The vaccines approved by Health Canada are 94% to 95% effective in preventing COVID-19 and your body needs time to build immunity. After taking the vaccine, you'll still need to wear a mask and practice social distancing to stay &amp; keep others safe #StayHomeSaveLives #TeamVaccine https://t.co/4ZtmRHTqHQ",0,365,vaccines approved health canada 94 95 effective preventing body needs time build immunity taking vaccine still need wear mask practice social distancing stay amp keep others safe stayhomesavelives teamvaccine https
"The EMA has already approved COVID-19 vaccines made by Pfizer-BioNTech, Moderna and AstraZeneca — but all of those vaccines require two doses, several weeks apart. https://t.co/qpXOP9gA2E",0,366,ema already approved vaccines made modern astrazeneca vaccines require two doses several weeks apart https
"The UK's medicine regulator said on Thursday that Britons should keep on getting their COVID-19 vaccines, including the shot developed by Oxford and AstraZeneca, after Denmark and some other countries restricted their use of it. https://t.co/4ZYMKIzo27",0,367,uk medicine regulator said thursday buttons keep getting vaccines including shot developed oxford astrazeneca denmark countries restricted use https
Both AstraZeneca and Janssen vaccines will be the first ones to be investigated in our COVID-19 vaccine effectiveness platform COVIDRIVE. #COVID19 #vaccine #janssen #covidrive https://t.co/8NrB6gK180,0,368,astrazeneca hansen vaccines first ones investigated vaccine effectiveness platform covidrive covid19 vaccine hansen covidrive https
Select pharmacies in #Toronto are booking appointments for AstraZeneca #COVID19 vaccines. You must: * be born between 1957 and 1961 (aged 60-64) * have a valid OHIP card or another form of valid government-issued ID Visit https://t.co/vvh7nA0b81 for more booking details.,0,369,select pharmacies toronto booking appointments astrazeneca covid19 vaccines must born 1957 1961 aged valid ship card another form valid id visit https booking details
"Now, 🇦🇺 understands that there is no higher priority for 🇮🇩 than access to safe and effective COVID-19 vaccines. And our $101.9 million package of support is just our latest assistance to 🇮🇩 to support reopening and to ensure stability.",0,370,understands higher priority access safe effective vaccines million package support latest assistance support reopening ensure stability
"Waiting longer than six weeks between the first and second dose of the AstraZeneca COVID-19 vaccine results in a higher efficacy rate, according to experts. https://t.co/kMxWPlWpoG @LaurenRobertsNT https://t.co/2XZNVeZJ9d",0,371,waiting longer six weeks first second dose astrazeneca vaccine results higher efficacy rate according experts https laurenrobertsnt https
The Director of the Africa Centers for Disease Control and Prevention John Nkengasong has commended #China's efforts in helping African countries access #COVID19 #vaccines. He said the continent has set a minimum target of at least 60% of COVID-19 vaccine immunization. https://t.co/5EqkiBDEKt,0,372,director africa centers disease control prevention john nkengasong commended china efforts helping african countries access covid19 vaccines said continent set minimum target least 60 vaccine immunization https
"Press Conference at Natomas HS tomorrow @10:00am 400+ janitors and service, restaurant, and ag workers will be vaccinated w/Johnson &amp; Johnson, Pfizer COVID-19 vaccines! @MaryKayHenry @AngeliqueAshby @Mayor_Steinberg @DrPanMD @UFCW @SEIU @SacCountyCA",0,373,press conference atoms hs tomorrow janitor service restaurant ag workers fascinated amp johnson prize vaccines marykayhenry angeliqueashby drpanmd ufc sei saccountyca
